timestamp,movement,motor_ext_pos,motor_flex_pos
1760032773.13255,isometric,6.391561328200623e-05,0.2578994929790497
1760032773.1428032,isometric,0.00025566245312802494,0.2578994929790497
1760032773.1529863,isometric,0.00012783122656401247,0.2578994929790497
1760032773.1631844,isometric,0.0003195780736859888,0.2578994929790497
1760032773.1733067,isometric,0.0003195780736859888,0.2578994929790497
1760032773.183432,isometric,0.0003195780736859888,0.2578994929790497
1760032773.1935937,isometric,6.391561328200623e-05,0.25783559679985046
1760032773.2037382,isometric,0.0003195780736859888,0.2580273449420929
1760032773.2138798,isometric,0.00025566245312802494,0.2579634189605713
1760032773.2240045,isometric,0.0001917468325700611,0.2582190930843353
1760032773.2341068,isometric,0.00025566245312802494,0.2580273449420929
1760032773.2442322,isometric,0.00025566245312802494,0.25770774483680725
1760032773.2543607,isometric,0.0001917468325700611,0.2582190930843353
1760032773.2644796,isometric,0.0001917468325700611,0.2580912411212921
1760032773.274604,isometric,0.0001917468325700611,0.2580912411212921
1760032773.284726,isometric,0.0003195780736859888,0.2580912411212921
1760032773.2950032,isometric,0.00025566245312802494,0.2580912411212921
1760032773.3051379,isometric,0.0003834936651401222,0.2579634189605713
1760032773.3152792,isometric,0.0003834936651401222,0.2580273449420929
1760032773.3253996,isometric,0.00025566245312802494,0.2579634189605713
1760032773.3356097,isometric,0.00025566245312802494,0.2580273449420929
1760032773.3457282,isometric,0.0001917468325700611,0.2580273449420929
1760032773.3558526,isometric,0.00025566245312802494,0.2580273449420929
1760032773.3659592,isometric,0.00025566245312802494,0.2581551671028137
1760032773.3761082,isometric,0.0001917468325700611,0.2579634189605713
1760032773.3863006,isometric,0.00025566245312802494,0.2578994929790497
1760032773.3964632,isometric,0.0003195780736859888,0.2580273449420929
1760032773.4066172,isometric,0.0003195780736859888,0.2580273449420929
1760032773.416773,isometric,0.0003834936651401222,0.2582190930843353
1760032773.4269373,isometric,0.0001917468325700611,0.2580273449420929
1760032773.43708,isometric,0.0001917468325700611,0.2578994929790497
1760032773.4471896,isometric,0.00012783122656401247,0.2578994929790497
1760032773.4573176,isometric,0.00012783122656401247,0.2579634189605713
1760032773.4674702,isometric,0.0003195780736859888,0.2579634189605713
1760032773.4776063,isometric,0.0003834936651401222,0.2578994929790497
1760032773.4877176,isometric,0.00012783122656401247,0.2580912411212921
1760032773.497849,isometric,0.0004474093148019165,0.2581551671028137
1760032773.5079887,isometric,0.0003195780736859888,0.2581551671028137
1760032773.5181153,isometric,0.00025566245312802494,0.2580273449420929
1760032773.5282547,isometric,0.0001917468325700611,0.2578994929790497
1760032773.5384371,isometric,0.0001917468325700611,0.2580273449420929
1760032773.5485623,isometric,0.0003195780736859888,0.2581551671028137
1760032773.5586941,isometric,0.00025566245312802494,0.2580912411212921
1760032773.5688121,isometric,0.0001917468325700611,0.25828298926353455
1760032773.578948,isometric,0.0003195780736859888,0.2580912411212921
1760032773.589101,isometric,0.00025566245312802494,0.2580273449420929
1760032773.599261,isometric,0.0003834936651401222,0.2580273449420929
1760032773.609404,isometric,0.00025566245312802494,0.2579634189605713
1760032773.61954,isometric,0.0001917468325700611,0.2579634189605713
1760032773.6299217,isometric,0.0001917468325700611,0.2580912411212921
1760032773.6400697,isometric,0.0001917468325700611,0.2578994929790497
1760032773.6502266,isometric,0.0003834936651401222,0.2580273449420929
1760032773.6603732,isometric,0.0001917468325700611,0.25783559679985046
1760032773.6705067,isometric,0.0003834936651401222,0.2580912411212921
1760032773.6806278,isometric,0.00025566245312802494,0.2579634189605713
1760032773.690745,isometric,0.0001917468325700611,0.2580912411212921
1760032773.7008667,isometric,0.00012783122656401247,0.2579634189605713
1760032773.7110116,isometric,0.0003195780736859888,0.2579634189605713
1760032773.7211354,isometric,0.00012783122656401247,0.2578994929790497
1760032773.7312634,isometric,0.0001917468325700611,0.2581551671028137
1760032773.7413855,isometric,0.00012783122656401247,0.2579634189605713
1760032773.751498,isometric,0.0003195780736859888,0.2578994929790497
1760032773.7616186,isometric,0.0003195780736859888,0.2580273449420929
1760032773.7717414,isometric,0.0003195780736859888,0.2580273449420929
1760032773.7818651,isometric,0.00025566245312802494,0.2578994929790497
1760032773.791983,isometric,0.0003834936651401222,0.2578994929790497
1760032773.8021054,isometric,0.0003195780736859888,0.2579634189605713
1760032773.8122656,isometric,0.0001917468325700611,0.2580912411212921
1760032773.82238,isometric,0.0001917468325700611,0.2578994929790497
1760032773.8325715,isometric,0.0003834936651401222,0.2579634189605713
1760032773.8427684,isometric,0.00025566245312802494,0.25777167081832886
1760032773.853015,isometric,0.0001917468325700611,0.2580912411212921
1760032773.863225,isometric,0.0001917468325700611,0.25783559679985046
1760032773.873356,isometric,0.00025566245312802494,0.2580273449420929
1760032773.8834846,isometric,0.00025566245312802494,0.2580912411212921
1760032773.8935914,isometric,0.0003195780736859888,0.2579634189605713
1760032773.9036999,isometric,0.00025566245312802494,0.2580273449420929
1760032773.9138093,isometric,0.0003834936651401222,0.2579634189605713
1760032773.9239168,isometric,0.00025566245312802494,0.2580912411212921
1760032773.9340239,isometric,0.0001917468325700611,0.2578994929790497
1760032773.9442215,isometric,0.00025566245312802494,0.2580912411212921
1760032773.9543726,isometric,6.391561328200623e-05,0.2580273449420929
1760032773.964525,isometric,0.00012783122656401247,0.25777167081832886
1760032773.9746478,isometric,0.0001917468325700611,0.2579634189605713
1760032773.9847667,isometric,0.0003195780736859888,0.2578994929790497
1760032773.9949107,isometric,0.00025566245312802494,0.2579634189605713
1760032774.0051148,isometric,0.00025566245312802494,0.2581551671028137
1760032774.0152578,isometric,0.0003834936651401222,0.2578994929790497
1760032774.0253983,isometric,6.391561328200623e-05,0.2578994929790497
1760032774.035513,isometric,0.00012783122656401247,0.2581551671028137
1760032774.0456228,isometric,0.00025566245312802494,0.2578994929790497
1760032774.05573,isometric,0.00025566245312802494,0.2579634189605713
1760032774.0658333,isometric,0.0003195780736859888,0.2580912411212921
1760032774.075963,isometric,0.0001917468325700611,0.2579634189605713
1760032774.0860643,isometric,0.0004474093148019165,0.2580273449420929
1760032774.096196,isometric,0.0003195780736859888,0.2578994929790497
1760032774.1063206,isometric,0.00025566245312802494,0.2580273449420929
1760032774.11644,isometric,0.0003195780736859888,0.2578994929790497
1760032774.126574,isometric,0.0003195780736859888,0.2580273449420929
1760032774.1367202,isometric,0.0001917468325700611,0.2579634189605713
1760032774.146874,isometric,0.0005113249062560499,0.2579634189605713
1760032774.1570246,isometric,0.0003195780736859888,0.2580273449420929
1760032774.1671815,isometric,0.00025566245312802494,0.2580273449420929
1760032774.1773076,isometric,0.0003195780736859888,0.2578994929790497
1760032774.187455,isometric,0.0001917468325700611,0.2580273449420929
1760032774.1975956,isometric,0.0003195780736859888,0.2578994929790497
1760032774.2077444,isometric,0.0003834936651401222,0.2578994929790497
1760032774.2178836,isometric,0.00025566245312802494,0.2580273449420929
1760032774.228053,isometric,0.0003195780736859888,0.2578994929790497
1760032774.238168,isometric,0.0003195780736859888,0.2578994929790497
1760032774.2482696,isometric,0.0003195780736859888,0.2580273449420929
1760032774.2583947,isometric,0.0001917468325700611,0.2580912411212921
1760032774.2685251,isometric,0.0003195780736859888,0.2580273449420929
1760032774.2786458,isometric,0.0001917468325700611,0.2579634189605713
1760032774.2887483,isometric,0.0001917468325700611,0.2580273449420929
1760032774.299531,isometric,0.0003195780736859888,0.2580912411212921
1760032774.309679,isometric,0.0003195780736859888,0.2580273449420929
1760032774.3198273,isometric,0.00012783122656401247,0.2578994929790497
1760032774.329972,isometric,0.0003195780736859888,0.2579634189605713
1760032774.3400805,isometric,0.00025566245312802494,0.2578994929790497
1760032774.3502016,isometric,0.0004474093148019165,0.2580273449420929
1760032774.3603194,isometric,0.0001917468325700611,0.25777167081832886
1760032774.3704598,isometric,0.0003195780736859888,0.25770774483680725
1760032774.3806145,isometric,0.0003195780736859888,0.2578994929790497
1760032774.3907626,isometric,0.00025566245312802494,0.2579634189605713
1760032774.4009004,isometric,0.0003834936651401222,0.2580912411212921
1760032774.411066,isometric,0.0001917468325700611,0.2579634189605713
1760032774.4211788,isometric,0.0003195780736859888,0.2580912411212921
1760032774.4313087,isometric,0.0005752405268140137,0.2578994929790497
1760032774.441439,isometric,0.00025566245312802494,0.2578994929790497
1760032774.451565,isometric,0.0003834936651401222,0.2578994929790497
